"Time (s) Run #7","Voltage, Ch A (V) Run #7","Current, Ch D (A) Run #7","Charge (C) Run #7"
10.766,10.160,-0.001,
10.766,,,-0.15
10.766,10.160,-9.517E-4,
10.766,,,-0.15
10.767,10.161,-0.001,
10.767,,,-0.15
10.767,10.159,-8.284E-4,
10.767,,,-0.15
10.768,10.161,-8.357E-4,
10.768,,,-0.15
10.768,10.161,-0.001,
10.768,,,-0.15
10.768,10.160,-0.001,
10.769,,,-0.15
10.769,10.161,-9.273E-4,
10.769,,,-0.15
10.770,10.160,-0.001,
10.770,,,-0.15
10.770,10.161,-8.101E-4,
10.770,,,-0.15
10.771,10.161,-7.417E-4,
10.771,,,-0.15
10.771,10.160,-7.210E-4,
10.771,,,-0.15
10.772,10.161,-7.942E-4,
10.772,,,-0.15
10.772,10.161,-7.466E-4,
10.772,,,-0.15
10.773,10.160,-5.598E-4,
10.773,,,-0.15
10.773,10.161,-2.791E-4,
10.773,,,-0.15
10.774,10.160,-5.818E-4,
10.774,,,-0.15
10.774,10.161,-2.376E-4,
10.774,,,-0.15
10.775,10.160,-4.134E-4,
10.775,,,-0.15
10.775,10.162,-3.047E-4,
10.775,,,-0.15
10.776,10.161,-3.487E-4,
10.776,,,-0.15
10.776,10.161,-4.280E-4,
10.776,,,-0.15
10.777,10.160,-2.034E-4,
10.777,,,-0.15
10.777,10.159,-2.571E-4,
10.777,,,-0.15
10.778,10.159,-4.268E-4,
10.778,,,-0.15
10.778,10.160,-5.147E-4,
10.778,,,-0.15
10.779,10.161,-4.671E-4,
10.779,,,-0.15
10.779,10.161,-6.465E-4,
10.779,,,-0.15
10.780,10.160,-9.126E-4,
10.780,,,-0.15
10.780,10.160,-8.980E-4,
10.780,,,-0.15
10.781,10.160,-7.222E-4,
10.781,,,-0.15
10.781,10.161,-8.064E-4,
10.781,,,-0.15
10.782,10.161,-8.723E-4,
10.782,,,-0.15
10.782,10.161,-0.001,
10.782,,,-0.15
10.783,10.161,-9.273E-4,
10.783,,,-0.15
10.783,10.160,-0.001,
10.783,,,-0.15
10.784,10.160,-0.001,
10.784,,,-0.15
10.784,10.160,-0.001,
10.784,,,-0.15
10.785,10.161,-9.981E-4,
10.785,,,-0.15
10.785,10.161,-0.001,
10.785,,,-0.15
10.786,10.162,-9.431E-4,
10.786,,,-0.15
10.786,10.161,-8.687E-4,
10.786,,,-0.15
10.787,10.162,-9.773E-4,
10.787,,,-0.15
10.787,10.160,-9.895E-4,
10.787,,,-0.15
10.787,10.161,-7.393E-4,
10.788,,,-0.15
10.788,10.160,-6.905E-4,
10.788,,,-0.15
10.789,10.162,-5.000E-4,
10.789,,,-0.15
10.789,10.161,-7.344E-4,
10.789,,,-0.15
10.790,10.160,-5.806E-4,
10.790,,,-0.15
10.790,10.161,-7.173E-4,
10.790,,,-0.15
10.791,10.161,-1.045E-4,
10.791,,,-0.15
10.791,10.160,-5.867E-4,
10.791,,,-0.15
10.792,10.161,-7.368E-4,
10.792,,,-0.15
10.792,10.161,-5.098E-4,
10.792,,,-0.15
10.793,10.161,-2.888E-4,
10.793,,,-0.15
10.793,10.161,-3.780E-4,
10.793,,,-0.15
10.794,10.160,-3.340E-4,
10.794,,,-0.15
10.794,10.160,-5.244E-4,
10.794,,,-0.15
10.795,10.161,-4.695E-4,
10.795,,,-0.15
10.795,10.161,-4.890E-4,
10.795,,,-0.15
10.796,10.162,-3.682E-4,
10.796,,,-0.15
10.796,10.160,-6.721E-4,
10.796,,,-0.15
10.797,10.160,-5.867E-4,
10.797,,,-0.15
10.797,10.160,-7.613E-4,
10.797,,,-0.15
10.798,10.159,-8.272E-4,
10.798,,,-0.15
10.798,10.162,-3.291E-4,
10.798,,,-0.15
10.799,10.161,-7.625E-4,
10.799,,,-0.15
10.799,10.162,-9.883E-4,
10.799,,,-0.15
10.800,10.161,-0.001,
10.800,,,-0.15
10.800,10.162,-9.932E-4,
10.800,,,-0.15
10.801,10.161,-9.053E-4,
10.801,,,-0.15
10.801,10.161,-0.001,
10.801,,,-0.15
10.802,10.162,-0.001,
10.802,,,-0.15
10.802,10.162,-9.773E-4,
10.802,,,-0.15
10.803,10.162,-9.932E-4,
10.803,,,-0.15
10.803,10.160,-0.001,
10.803,,,-0.15
10.804,10.161,-9.993E-4,
10.804,,,-0.15
10.804,10.160,-9.541E-4,
10.804,,,-0.15
10.805,10.162,-7.893E-4,
10.805,,,-0.15
10.805,10.161,-8.784E-4,
10.805,,,-0.15
10.806,10.161,-7.185E-4,
10.806,,,-0.15
10.806,10.160,-6.599E-4,
10.806,,,-0.15
10.807,10.161,-6.270E-4,
10.807,,,-0.15
10.807,10.162,-3.645E-4,
10.807,,,-0.15
10.808,10.163,-2.754E-4,
10.808,,,-0.15
10.808,10.160,-2.937E-4,
10.808,,,-0.15
10.809,10.162,-5.757E-4,
10.809,,,-0.15
10.809,10.161,-4.756E-4,
10.809,,,-0.15
10.810,10.161,-3.084E-4,
10.810,,,-0.15
10.810,10.161,-2.083E-4,
10.810,,,-0.15
10.811,10.162,-1.900E-4,
10.811,,,-0.15
10.811,10.160,-4.622E-4,
10.811,,,-0.15
10.812,10.161,-4.134E-4,
10.812,,,-0.15
10.812,10.160,-3.755E-4,
10.812,,,-0.15
10.813,10.161,-6.660E-4,
10.813,,,-0.15
10.813,10.161,-7.210E-4,
10.813,,,-0.15
10.814,10.161,-8.797E-4,
10.814,,,-0.15
10.814,10.162,-5.672E-4,
10.814,,,-0.15
10.815,10.161,-0.001,
10.815,,,-0.15
10.815,10.162,-6.685E-4,
10.815,,,-0.15
10.816,10.161,-0.001,
10.816,,,-0.15
10.816,10.162,-0.001,
10.816,,,-0.15
10.817,10.162,-7.906E-4,
10.817,,,-0.15
10.817,10.162,-9.566E-4,
10.817,,,-0.15
10.818,10.161,-9.444E-4,
10.818,,,-0.15
10.818,10.163,-0.001,
10.818,,,-0.15
10.819,10.162,-0.001,
10.819,,,-0.15
10.819,10.162,-9.871E-4,
10.819,,,-0.15
10.820,10.163,-9.541E-4,
10.820,,,-0.15
10.820,10.161,-9.395E-4,
10.820,,,-0.15
10.821,10.160,-9.932E-4,
10.821,,,-0.15
10.821,10.161,-9.212E-4,
10.821,,,-0.15
10.822,10.162,-4.256E-4,
10.822,,,-0.15
10.822,10.163,-6.062E-4,
10.822,,,-0.15
10.823,10.162,-6.819E-4,
10.823,,,-0.15
10.823,10.160,-7.649E-4,
10.823,,,-0.15
10.824,10.162,-6.758E-4,
10.824,,,-0.15
10.824,10.162,-3.950E-4,
10.824,,,-0.15
10.825,10.162,-3.584E-4,
10.825,,,-0.15
10.825,10.163,-5.354E-4,
10.825,,,-0.15
10.826,10.161,-2.986E-4,
10.826,,,-0.15
10.826,10.162,-3.694E-4,
10.826,,,-0.15
10.826,10.160,-3.365E-4,
10.827,,,-0.15
10.827,10.160,-3.621E-4,
10.827,,,-0.15
10.828,10.161,-3.694E-4,
10.828,,,-0.15
10.828,10.161,-7.112E-4,
10.828,,,-0.15
10.829,10.162,-4.866E-4,
10.829,,,-0.15
10.829,10.162,-5.415E-4,
10.829,,,-0.15
10.829,10.161,-6.001E-4,
10.830,,,-0.15
10.830,10.163,-7.393E-4,
10.830,,,-0.15
10.831,10.161,-9.444E-4,
10.831,,,-0.15
10.831,10.163,-7.991E-4,
10.831,,,-0.15
10.832,10.161,-7.747E-4,
10.832,,,-0.15
10.832,10.162,-9.431E-4,
10.832,,,-0.15
10.833,10.162,-9.285E-4,
10.833,,,-0.15
10.833,10.163,-8.028E-4,
10.833,,,-0.15
10.834,10.162,-9.932E-4,
10.834,,,-0.15
10.834,10.160,-0.001,
10.834,,,-0.15
10.835,10.162,-0.001,
10.835,,,-0.15
10.835,10.162,-0.001,
10.835,,,-0.15
10.836,10.163,-0.001,
10.836,,,-0.15
10.836,10.162,-0.001,
10.836,,,-0.15
10.837,10.162,-9.297E-4,
10.837,,,-0.15
10.837,10.163,-0.001,
10.837,,,-0.15
10.838,10.162,-5.000E-4,
10.838,,,-0.15
10.838,10.162,-8.955E-4,
10.838,,,-0.15
10.839,10.162,-6.599E-4,
10.839,,,-0.15
10.839,10.162,-8.491E-4,
10.839,,,-0.15
10.840,10.163,-3.914E-4,
10.840,,,-0.15
10.840,10.163,-4.719E-4,
10.840,,,-0.15
10.841,10.162,-3.401E-4,
10.841,,,-0.15
10.841,10.162,-2.058E-4,
10.841,,,-0.15
10.842,10.162,-3.084E-4,
10.842,,,-0.15
10.842,10.163,-5.086E-4,
10.842,,,-0.15
10.843,10.163,-3.426E-4,
10.843,,,-0.15
10.843,10.164,-1.094E-4,
10.843,,,-0.15
10.844,10.161,-1.973E-4,
10.844,,,-0.15
10.844,10.161,-4.207E-4,
10.844,,,-0.15
10.845,10.161,-4.805E-4,
10.845,,,-0.15
10.845,10.161,-6.844E-4,
10.845,,,-0.15
10.846,10.163,-3.926E-4,
10.846,,,-0.15
10.846,10.163,-6.978E-4,
10.846,,,-0.15
10.847,10.163,-4.121E-4,
10.847,,,-0.15
10.847,10.162,-4.195E-4,
10.847,,,-0.15
10.848,10.162,-7.222E-4,
10.848,,,-0.15
10.848,10.162,-9.480E-4,
10.848,,,-0.15
10.848,10.162,-8.565E-4,
10.849,,,-0.15
10.849,10.162,-0.001,
10.849,,,-0.15
10.850,10.163,-0.001,
10.850,,,-0.15
10.850,10.163,-0.001,
10.850,,,-0.15
10.851,10.163,-9.761E-4,
10.851,,,-0.15
10.851,10.162,-9.590E-4,
10.851,,,-0.15
10.852,10.163,-0.001,
10.852,,,-0.15
10.852,10.164,-9.749E-4,
10.852,,,-0.15
10.853,10.164,-0.001,
10.853,,,-0.15
10.853,10.163,-8.784E-4,
10.853,,,-0.15
10.854,10.164,-7.332E-4,
10.854,,,-0.15
10.854,10.163,-9.358E-4,
10.854,,,-0.15
10.855,10.164,-7.344E-4,
10.855,,,-0.15
10.855,10.162,-5.794E-4,
10.855,,,-0.15
10.856,10.163,-6.612E-4,
10.856,,,-0.15
10.856,10.164,-5.391E-4,
10.856,,,-0.15
10.857,10.164,-4.512E-4,
10.857,,,-0.15
10.857,10.162,-4.475E-4,
10.857,,,-0.15
10.858,10.164,-4.890E-4,
10.858,,,-0.15
10.858,10.163,-1.174E-5,
10.858,,,-0.15
10.859,10.162,-3.792E-4,
10.859,,,-0.15
10.859,10.162,-3.560E-4,
10.859,,,-0.15
10.860,10.162,-4.622E-4,
10.860,,,-0.15
10.860,10.161,-2.425E-4,
10.860,,,-0.15
10.861,10.161,-4.793E-4,
10.861,,,-0.15
10.861,10.162,-5.122E-4,
10.861,,,-0.15
10.862,10.162,-4.536E-4,
10.862,,,-0.15
10.862,10.163,-5.281E-4,
10.862,,,-0.15
10.863,10.162,-6.221E-4,
10.863,,,-0.15
10.863,10.162,-6.575E-4,
10.863,,,-0.15
10.864,10.163,-4.988E-4,
10.864,,,-0.15
10.864,10.163,-8.833E-4,
10.864,,,-0.15
10.865,10.163,-9.090E-4,
10.865,,,-0.15
10.865,10.163,-8.491E-4,
10.865,,,-0.15
10.866,10.163,-9.248E-4,
10.866,,,-0.15
10.866,10.162,-9.016E-4,
10.866,,,-0.15
10.867,10.163,-0.001,
10.867,,,-0.15
10.867,10.163,-0.001,
10.867,,,-0.15
10.867,10.162,-0.001,
10.868,,,-0.15
10.868,10.164,-0.001,
10.868,,,-0.15
10.869,10.164,-0.001,
10.869,,,-0.15
10.869,10.164,-0.001,
10.869,,,-0.15
10.870,10.163,-8.040E-4,
10.870,,,-0.15
10.870,10.162,-0.001,
10.870,,,-0.15
10.871,10.163,-7.442E-4,
10.871,,,-0.15
10.871,10.164,-7.405E-4,
10.871,,,-0.15
10.872,10.164,-9.431E-4,
10.872,,,-0.15
10.872,10.163,-6.135E-4,
10.872,,,-0.15
10.873,10.164,-4.488E-4,
10.873,,,-0.15
10.873,10.162,-5.000E-4,
10.873,,,-0.15
10.874,10.163,-4.890E-4,
10.874,,,-0.15
10.874,10.163,-2.156E-4,
10.874,,,-0.15
10.875,10.163,-4.073E-4,
10.875,,,-0.15
10.875,10.163,-3.145E-4,
10.875,,,-0.15
10.876,10.163,-5.806E-4,
10.876,,,-0.15
10.876,10.163,-3.596E-4,
10.876,,,-0.15
10.877,10.163,-2.266E-4,
10.877,,,-0.15
10.877,10.163,-3.010E-4,
10.877,,,-0.15
10.878,10.160,-4.805E-4,
10.878,,,-0.15
10.878,10.162,-5.611E-4,
10.878,,,-0.15
10.879,10.164,-4.158E-4,
10.879,,,-0.15
10.879,10.163,-5.305E-4,
10.879,,,-0.15
10.880,10.164,-5.745E-4,
10.880,,,-0.15
10.880,10.163,-5.659E-4,
10.880,,,-0.15
10.881,10.163,-7.295E-4,
10.881,,,-0.15
10.881,10.162,-7.051E-4,
10.881,,,-0.15
10.882,10.163,-8.333E-4,
10.882,,,-0.15
10.882,10.164,-9.615E-4,
10.882,,,-0.15
10.883,10.164,-0.001,
10.883,,,-0.15
10.883,10.165,-8.992E-4,
10.883,,,-0.15
10.884,10.163,-8.565E-4,
10.884,,,-0.15
10.884,10.163,-9.700E-4,
10.884,,,-0.15
10.885,10.162,-8.919E-4,
10.885,,,-0.15
10.885,10.164,-0.001,
10.885,,,-0.15
10.886,10.164,-0.001,
10.886,,,-0.15
10.886,10.165,-8.858E-4,
10.886,,,-0.15
10.887,10.164,-7.942E-4,
10.887,,,-0.15
10.887,10.163,-9.981E-4,
10.887,,,-0.15
10.888,10.164,-5.757E-4,
10.888,,,-0.15
10.888,10.163,-8.919E-4,
10.888,,,-0.15
10.889,10.163,-9.224E-4,
10.889,,,-0.15
10.889,10.163,-5.147E-4,
10.889,,,-0.15
10.890,10.163,-4.805E-4,
10.890,,,-0.15
10.890,10.164,-3.438E-4,
10.890,,,-0.15
10.890,10.163,-5.220E-4,
10.891,,,-0.15
10.891,10.163,-3.682E-4,
10.891,,,-0.15
10.892,10.164,1.518E-4,
10.892,,,-0.15
10.892,10.164,-4.146E-4,
10.892,,,-0.15
10.893,10.164,-2.730E-4,
10.893,,,-0.15
10.893,10.163,-3.780E-4,
10.893,,,-0.15
10.894,10.163,-2.962E-4,
10.894,,,-0.15
10.894,10.162,-2.779E-4,
10.894,,,-0.15
10.895,10.164,-3.645E-4,
10.895,,,-0.15
10.895,10.163,-6.001E-4,
10.895,,,-0.15
10.896,10.164,-5.220E-4,
10.896,,,-0.15
10.896,10.164,-6.868E-4,
10.896,,,-0.15
10.897,10.163,-5.342E-4,
10.897,,,-0.15
10.897,10.163,-5.537E-4,
10.897,,,-0.15
10.898,10.163,-9.627E-4,
10.898,,,-0.15
10.898,10.164,-9.041E-4,
10.898,,,-0.15
10.899,10.163,-0.002,
10.899,,,-0.15
10.899,10.164,-9.114E-4,
10.899,,,-0.15
10.900,10.164,-9.407E-4,
10.900,,,-0.15
10.900,10.164,-9.114E-4,
10.900,,,-0.15
10.901,10.164,-7.991E-4,
10.901,,,-0.15
10.901,10.164,-9.871E-4,
10.901,,,-0.15
10.902,10.164,-0.001,
10.902,,,-0.15
10.902,10.164,-0.001,
10.902,,,-0.15
10.903,10.165,-0.001,
10.903,,,-0.15
10.903,10.163,-8.443E-4,
10.903,,,-0.15
10.904,10.164,-0.001,
10.904,,,-0.15
10.904,10.164,-8.833E-4,
10.904,,,-0.15
10.905,10.164,-6.282E-4,
10.905,,,-0.15
10.905,10.164,-9.517E-4,
10.905,,,-0.15
10.906,10.163,-0.001,
10.906,,,-0.15
10.906,10.165,-1.729E-4,
10.906,,,-0.15
10.907,10.163,-6.331E-4,
10.907,,,-0.15
10.907,10.164,-3.670E-4,
10.907,,,-0.15
10.908,10.164,-5.537E-4,
10.908,,,-0.15
10.908,10.164,-2.901E-4,
10.908,,,-0.15
10.909,10.164,-5.000E-4,
10.909,,,-0.15
10.909,10.162,-3.780E-4,
10.909,,,-0.15
10.909,10.163,-3.291E-4,
10.910,,,-0.15
10.910,10.163,-2.913E-4,
10.910,,,-0.15
10.911,10.163,-4.317E-4,
10.911,,,-0.15
10.911,10.162,-4.427E-4,
10.911,,,-0.15
10.912,10.165,-5.415E-4,
10.912,,,-0.15
10.912,10.165,-3.523E-4,
10.912,,,-0.15
10.913,10.164,-6.892E-4,
10.913,,,-0.15
10.913,10.163,-5.818E-4,
10.913,,,-0.15
10.914,10.164,-4.890E-4,
10.914,,,-0.15
10.914,10.163,-0.001,
10.914,,,-0.15
10.915,10.164,-9.370E-4,
10.915,,,-0.15
10.915,10.164,-7.063E-4,
10.915,,,-0.15
10.916,10.164,-0.001,
10.916,,,-0.15
10.916,10.164,-7.393E-4,
10.916,,,-0.15
10.917,10.163,-8.284E-4,
10.917,,,-0.15
10.917,10.162,-9.248E-4,
10.917,,,-0.15
10.918,10.164,-8.968E-4,
10.918,,,-0.15
10.918,10.165,-0.001,
10.918,,,-0.15
10.919,10.164,-9.102E-4,
10.919,,,-0.15
10.919,10.166,-8.919E-4,
10.919,,,-0.15
10.920,10.164,-0.001,
10.920,,,-0.15
10.920,10.164,-8.198E-4,
10.920,,,-0.15
10.921,10.164,-9.322E-4,
10.921,,,-0.15
10.921,10.165,-6.172E-4,
10.921,,,-0.15
10.922,10.165,-7.515E-4,
10.922,,,-0.15
10.922,10.164,-7.039E-4,
10.922,,,-0.15
10.923,10.165,-5.379E-4,
10.923,,,-0.15
10.923,10.164,-3.743E-4,
10.923,,,-0.15
10.924,10.166,-6.233E-4,
10.924,,,-0.15
10.924,10.163,-1.643E-4,
10.924,,,-0.15
10.925,10.164,-3.719E-4,
10.925,,,-0.15
10.925,10.165,-2.144E-4,
10.925,,,-0.15
10.926,10.165,-4.549E-4,
10.926,,,-0.15
10.926,10.164,-4.915E-4,
10.926,,,-0.15
10.927,10.164,-1.997E-4,
10.927,,,-0.15
10.927,10.163,-2.388E-4,
10.927,,,-0.15
10.928,10.164,-5.366E-4,
10.928,,,-0.15
10.928,10.163,-5.159E-4,
10.928,,,-0.15
10.928,10.165,-4.707E-4,
10.929,,,-0.15
10.929,10.163,-6.551E-4,
10.929,,,-0.15
10.930,10.164,-3.975E-4,
10.930,,,-0.15
10.930,10.164,-6.001E-4,
10.930,,,-0.15
10.931,10.164,-8.626E-4,
10.931,,,-0.15
10.931,10.164,-8.955E-4,
10.931,,,-0.15
10.932,10.164,-8.943E-4,
10.932,,,-0.15
10.932,10.165,-8.906E-4,
10.932,,,-0.15
10.933,10.165,-6.001E-4,
10.933,,,-0.15
10.933,10.166,-7.991E-4,
10.933,,,-0.15
10.934,10.163,-0.001,
10.934,,,-0.15
10.934,10.164,-0.001,
10.934,,,-0.15
10.935,10.164,-0.001,
10.935,,,-0.15
10.935,10.165,-0.001,
10.935,,,-0.15
10.936,10.164,-0.001,
10.936,,,-0.15
10.936,10.165,-8.589E-4,
10.936,,,-0.15
10.937,10.165,-7.906E-4,
10.937,,,-0.15
10.937,10.165,-9.798E-4,
10.937,,,-0.15
10.938,10.165,-8.198E-4,
10.938,,,-0.15
10.938,10.164,-6.599E-4,
10.938,,,-0.15
10.939,10.165,-6.441E-4,
10.939,,,-0.15
10.939,10.165,-4.341E-4,
10.939,,,-0.15
10.940,10.165,-5.110E-4,
10.940,,,-0.15
10.940,10.165,-7.942E-4,
10.940,,,-0.15
10.941,10.164,-2.827E-4,
10.941,,,-0.15
10.941,10.166,-3.499E-4,
10.941,,,-0.15
10.942,10.164,-3.902E-4,
10.942,,,-0.15
10.942,10.165,-5.781E-4,
10.942,,,-0.15
10.943,10.164,-2.827E-4,
10.943,,,-0.15
10.943,10.163,-1.631E-4,
10.943,,,-0.15
10.944,10.164,-3.059E-4,
10.944,,,-0.15
10.944,10.164,-3.938E-4,
10.944,,,-0.15
10.945,10.165,-3.755E-4,
10.945,,,-0.15
10.945,10.164,-4.964E-4,
10.945,,,-0.15
10.946,10.164,-3.523E-4,
10.946,,,-0.15
10.946,10.165,-6.282E-4,
10.946,,,-0.15
10.947,10.164,-6.453E-4,
10.947,,,-0.15
10.947,10.164,-0.001,
10.947,,,-0.15
10.948,10.164,-0.001,
10.948,,,-0.15
10.948,10.165,-4.927E-4,
10.948,,,-0.15
10.949,10.165,-9.468E-4,
10.949,,,-0.15
10.949,10.164,-0.001,
10.949,,,-0.15
10.950,10.165,-9.456E-4,
10.950,,,-0.15
10.950,10.164,-9.834E-4,
10.950,,,-0.15
10.951,10.165,-7.417E-4,
10.951,,,-0.15
10.951,10.166,-9.529E-4,
10.951,,,-0.15
10.951,10.165,-0.001,
10.952,,,-0.15
10.952,10.168,-9.944E-4,
10.952,,,-0.15
10.953,10.165,-9.663E-4,
10.953,,,-0.15
10.953,10.165,-0.001,
10.953,,,-0.15
10.954,10.165,-0.001,
10.954,,,-0.15
10.954,10.165,-8.601E-4,
10.954,,,-0.15
10.955,10.165,-7.002E-4,
10.955,,,-0.15
10.955,10.165,-4.292E-4,
10.955,,,-0.15
10.956,10.165,-8.491E-4,
10.956,,,-0.15
10.956,10.165,-5.672E-4,
10.956,,,-0.15
10.957,10.166,-4.829E-4,
10.957,,,-0.15
10.957,10.165,-3.633E-4,
10.957,,,-0.15
10.958,10.165,-2.168E-4,
10.958,,,-0.15
10.958,10.166,-2.608E-4,
10.958,,,-0.15
10.959,10.164,-4.060E-4,
10.959,,,-0.15
10.959,10.166,-3.719E-4,
10.959,,,-0.15
10.960,10.165,-3.377E-4,
10.960,,,-0.15
10.960,10.165,-7.888E-5,
10.960,,,-0.15
10.961,10.163,-4.488E-4,
10.961,,,-0.15
10.961,10.164,-5.183E-4,
10.961,,,-0.15
10.962,10.166,-2.986E-4,
10.962,,,-0.15
10.962,10.165,-4.170E-4,
10.962,,,-0.15
10.963,10.164,-7.808E-4,
10.963,,,-0.15
10.963,10.165,-6.636E-4,
10.963,,,-0.15
10.964,10.165,-5.537E-4,
10.964,,,-0.15
10.964,10.165,-7.613E-4,
10.964,,,-0.15
10.965,10.164,-9.199E-4,
10.965,,,-0.15
10.965,10.165,-4.341E-4,
10.965,,,-0.15
10.966,10.166,-0.001,
10.966,,,-0.15
10.966,10.165,-7.649E-4,
10.966,,,-0.15
10.967,10.166,-9.944E-4,
10.967,,,-0.15
10.967,10.165,-8.211E-4,
10.967,,,-0.15
10.967,10.166,-0.001,
10.968,,,-0.15
10.968,10.165,-9.199E-4,
10.968,,,-0.15
10.969,10.166,-0.001,
10.969,,,-0.15
10.969,10.167,-8.845E-4,
10.969,,,-0.15
10.970,10.167,-9.212E-4,
10.970,,,-0.15
10.970,10.167,-6.807E-4,
10.970,,,-0.15
10.970,10.166,-7.234E-4,
10.971,,,-0.15
10.971,10.165,-8.906E-4,
10.971,,,-0.15
10.972,10.165,-7.808E-4,
10.972,,,-0.15
10.972,10.166,-4.866E-4,
10.972,,,-0.15
10.973,10.165,-5.745E-4,
10.973,,,-0.15
10.973,10.167,-4.573E-4,
10.973,,,-0.15
10.974,10.165,-6.172E-4,
10.974,,,-0.15
10.974,10.165,-5.611E-4,
10.974,,,-0.15
10.975,10.165,-2.302E-4,
10.975,,,-0.15
10.975,10.166,-4.585E-4,
10.975,,,-0.15
10.976,10.166,-4.854E-4,
10.976,,,-0.15
10.976,10.166,-3.145E-4,
10.976,,,-0.15
10.977,10.165,-1.192E-4,
10.977,,,-0.15
10.977,10.164,-4.134E-4,
10.977,,,-0.15
10.978,10.164,-4.573E-4,
10.978,,,-0.15
10.978,10.164,-1.179E-4,
10.978,,,-0.15
10.979,10.165,-4.805E-4,
10.979,,,-0.15
10.979,10.166,-6.099E-4,
10.979,,,-0.15
10.980,10.166,-5.281E-4,
10.980,,,-0.15
10.980,10.166,-5.086E-4,
10.980,,,-0.15
10.981,10.165,-8.992E-4,
10.981,,,-0.15
10.981,10.165,-7.051E-4,
10.981,,,-0.15
10.982,10.165,-0.001,
10.982,,,-0.15
10.982,10.165,-6.673E-4,
10.982,,,-0.15
10.983,10.167,-0.001,
10.983,,,-0.15
10.983,10.165,-9.077E-4,
10.983,,,-0.15
10.984,10.166,-8.833E-4,
10.984,,,-0.15
10.984,10.165,-7.893E-4,
10.984,,,-0.15
10.985,10.166,-7.881E-4,
10.985,,,-0.15
10.985,10.166,-0.001,
10.985,,,-0.15
10.986,10.166,-0.001,
10.986,,,-0.15
10.986,10.166,-9.212E-4,
10.986,,,-0.15
10.987,10.165,-6.697E-4,
10.987,,,-0.15
10.987,10.166,-8.882E-4,
10.987,,,-0.15
10.988,10.166,-9.541E-4,
10.988,,,-0.15
10.988,10.165,-5.928E-4,
10.988,,,-0.15
10.989,10.166,-6.624E-4,
10.989,,,-0.15
10.989,10.166,-6.575E-4,
10.989,,,-0.15
10.989,10.165,-3.889E-4,
10.990,,,-0.15
10.990,10.167,-5.879E-4,
10.990,,,-0.15
10.991,10.166,-2.876E-4,
10.991,,,-0.15
10.991,10.167,-2.486E-4,
10.991,,,-0.15
10.992,10.166,-1.082E-4,
10.992,,,-0.15
10.992,10.166,-3.889E-4,
10.992,,,-0.15
10.993,10.166,-2.644E-4,
10.993,,,-0.15
10.993,10.165,-3.413E-4,
10.993,,,-0.15
10.994,10.165,-1.814E-4,
10.994,,,-0.15
10.994,10.166,-4.646E-4,
10.994,,,-0.15
10.995,10.165,-5.354E-4,
10.995,,,-0.15
10.995,10.165,-4.597E-4,
10.995,,,-0.15
10.996,10.165,-4.939E-4,
10.996,,,-0.15
10.996,10.166,-5.769E-4,
10.996,,,-0.15
10.997,10.166,-4.927E-4,
10.997,,,-0.15
10.997,10.167,-7.027E-4,
10.997,,,-0.15
10.998,10.166,-6.184E-4,
10.998,,,-0.15
10.998,10.165,-8.650E-4,
10.998,,,-0.15
10.999,10.167,-6.929E-4,
10.999,,,-0.15
10.999,10.166,-0.001,
10.999,,,-0.15
11.000,10.166,-8.906E-4,
11.000,,,-0.15
11.000,10.166,-0.001,
11.000,,,-0.15
11.001,10.165,-9.566E-4,
11.001,,,-0.15
11.001,10.167,-0.001,
11.001,,,-0.15
11.002,10.166,-0.001,
11.002,,,-0.15
11.002,10.167,-8.675E-4,
11.002,,,-0.15
11.003,10.167,-9.993E-4,
11.003,,,-0.15
11.003,10.166,-6.538E-4,
11.003,,,-0.15
11.004,10.165,-8.589E-4,
11.004,,,-0.15
11.004,10.167,-3.169E-4,
11.004,,,-0.15
11.005,10.166,-7.954E-4,
11.005,,,-0.15
11.005,10.167,-6.099E-4,
11.005,,,-0.15
11.006,10.167,-7.503E-4,
11.006,,,-0.15
11.006,10.166,-5.122E-4,
11.006,,,-0.15
11.007,10.166,-4.073E-4,
11.007,,,-0.15
11.007,10.167,-4.256E-4,
11.007,,,-0.15
11.008,10.166,-1.997E-4,
11.008,,,-0.15
11.008,10.166,-4.549E-4,
11.008,,,-0.15
11.008,10.167,-3.279E-4,
11.009,,,-0.15
11.009,10.167,-1.704E-4,
11.009,,,-0.15
11.010,10.166,-2.241E-4,
11.010,,,-0.15
11.010,10.166,-1.216E-4,
11.010,,,-0.15
11.011,10.166,-3.719E-4,
11.011,,,-0.15
11.011,10.165,-3.694E-4,
11.011,,,-0.15
11.012,10.166,-9.932E-4,
11.012,,,-0.15
11.012,10.167,-2.376E-4,
11.012,,,-0.15
11.013,10.166,-5.110E-4,
11.013,,,-0.15
11.013,10.167,-7.722E-4,
11.013,,,-0.15
11.014,10.165,-8.296E-4,
11.014,,,-0.15
11.014,10.166,-8.467E-4,
11.014,,,-0.15
11.015,10.167,-5.269E-4,
11.015,,,-0.15
11.015,10.167,-6.685E-4,
11.015,,,-0.15
11.016,10.167,-0.001,
11.016,,,-0.15
11.016,10.166,-0.001,
11.016,,,-0.15
11.017,10.166,-8.125E-4,
11.017,,,-0.15
11.017,10.166,-9.138E-4,
11.017,,,-0.15
11.018,10.167,-8.626E-4,
11.018,,,-0.15
11.018,10.167,-0.001,
11.018,,,-0.15
